Date,User,Tweet,Time,Cleaned_Tweet,Tokens
2022:09:17,RajuBhaiGujrat1,"In India, the ModiGovernment failed to provide dignified jobs to the youth of the state. Now youth of India is raising their voices and the echo of their voices will hit the throne of Narendra Modi !! #राष्ट्रीय_बेरोजगार_दिवस @HansrajMeena",01:43:55,"in india, the modigovernment failed to provide dignified jobs to the youth of the state. now youth of india is raising their voices and the echo of their voices will hit the throne of narendra modi !! #राष्ट्रीय_बेरोजगार_दिवस ","['In', 'India,', 'the', 'ModiGovernment', 'failed', 'to', 'provide', 'dignified', 'jobs', 'to', 'the', 'youth', 'of', 'the', 'state.', 'Now', 'youth', 'of', 'India', 'is', 'raising', 'their', 'voices', 'and', 'the', 'echo', 'of', 'their', 'voices', 'will', 'hit', 'the', 'throne', 'of', 'Narendra', 'Modi', '!!', '#राष्ट्रीय_बेरोजगार_दिवस', '@HansrajMeena']"
2022:10:17,Viral_ap,"@DalitCongressUP Baat to sahi hai aapki , kaha Rahul Gandhi kaha PM Narendra Modi  , एक नेता की बाते सुन कर श्रोता विचार करते है एक नेता की बात सुनकर श्रोता पागल हो जाते हैं जैसे आटा लीटर में , आलू से सोना जैसे अनेक महान संभाषण उदाहरण हैं",04:23:40," baat to sahi hai aapki , kaha rahul gandhi kaha pm narendra modi , एक नेता की बाते सुन कर श्रोता विचार करते है एक नेता की बात सुनकर श्रोता पागल हो जाते हैं जैसे आटा लीटर में , आलू से सोना जैसे अनेक महान संभाषण उदाहरण हैं","['@DalitCongressUP', 'Baat', 'to', 'sahi', 'hai', 'aapki', ',', 'kaha', 'Rahul', 'Gandhi', 'kaha', 'PM', 'Narendra', 'Modi', ',', 'एक', 'नेता', 'की', 'बाते', 'सुन', 'कर', 'श्रोता', 'विचार', 'करते', 'है', 'एक', 'नेता', 'की', 'बात', 'सुनकर', 'श्रोता', 'पागल', 'हो', 'जाते', 'हैं', 'जैसे', 'आटा', 'लीटर', 'में', ',', 'आलू', 'से', 'सोना', 'जैसे', 'अनेक', 'महान', 'संभाषण', 'उदाहरण', 'हैं']"
2022:07:21,Hemlata_11E,"दिल्ली पंजाब की जनता को मुफ्त बिजली देने के बाद अब

गुजरात की जनता के घरों को रोशन करने के लिए Arvind Kejriwal  जी की पहली गारंटी!💡
गुजरात में CM केजरीवाल का बड़ा ऐलान- AAP की सरकार बनने पर देंगे 300 यूनिट फ्री बिजली। @ArvindKejriwal 
@msisodia 
@ipathak25 
@AtishiAAP https://t.co/LY1AVNb1OI",13:50:14,दिल्ली पंजाब की जनता को मुफ्त बिजली देने के बाद अब गुजरात की जनता के घरों को रोशन करने के लिए arvind kejriwal जी की पहली गारंटी!💡 गुजरात में cm केजरीवाल का बड़ा ऐलान- aap की सरकार बनने पर देंगे 300 यूनिट फ्री बिजली। ,"['दिल्ली', 'पंजाब', 'की', 'जनता', 'को', 'मुफ्त', 'बिजली', 'देने', 'के', 'बाद', 'अब', 'गुजरात', 'की', 'जनता', 'के', 'घरों', 'को', 'रोशन', 'करने', 'के', 'लिए', 'Arvind', 'Kejriwal', 'जी', 'की', 'पहली', 'गारंटी!💡', 'गुजरात', 'में', 'CM', 'केजरीवाल', 'का', 'बड़ा', 'ऐलान-', 'AAP', 'की', 'सरकार', 'बनने', 'पर', 'देंगे', '300', 'यूनिट', 'फ्री', 'बिजली।', '@ArvindKejriwal', '@msisodia', '@ipathak25', '@AtishiAAP', 'https://t.co/LY1AVNb1OI']"
2022:09:26,RAKESHBJYM80,"सेवा पखवाडा
Narendra Modi 
BJP Jharkhand 
Babulal Marandi 
Raghubar Das i 
Laxmikant Bajpai 
Karmveer Singh 
Asha Lakra 
Kkgupta Bjp https://t.co/cfdaXIEjFY",01:15:11,सेवा पखवाडा narendra modi bjp jharkhand babulal marandi raghubar das laxmikant bajpai karmveer singh asha lakra kkgupta bjp ,"['सेवा', 'पखवाडा', 'Narendra', 'Modi', 'BJP', 'Jharkhand', 'Babulal', 'Marandi', 'Raghubar', 'Das', 'i', 'Laxmikant', 'Bajpai', 'Karmveer', 'Singh', 'Asha', 'Lakra', 'Kkgupta', 'Bjp', 'https://t.co/cfdaXIEjFY']"
2022:10:17,TV9Punjab,"Gujarat के Unjha से CM Arvind Kejriwal और CM Bhagwant Mann की जनसभा LIVE | TV9PunjabLIVE

@ArvindKejriwal  @BhagwantMann  #gujratelection2022

Watch At: https://t.co/pRMkhs3qxe https://t.co/MKXecbAym2",08:37:38,gujarat के unjha से cm arvind kejriwal और cm bhagwant mann की जनसभा live | tv9punjablive #gujratelection2022 watch at: ,"['Gujarat', 'के', 'Unjha', 'से', 'CM', 'Arvind', 'Kejriwal', 'और', 'CM', 'Bhagwant', 'Mann', 'की', 'जनसभा', 'LIVE', '|', 'TV9PunjabLIVE', '@ArvindKejriwal', '@BhagwantMann', '#gujratelection2022', 'Watch', 'At:', 'https://t.co/pRMkhs3qxe', 'https://t.co/MKXecbAym2']"
2022:10:08,ErBrijMohangkp,"मानननीय प्रधानमंत्री श्री Narendra Modi  जी के नेतृत्व में #NewIndia का हो रहा निर्माण,डबल इंजन की @BJP4India सरकार प्रदेश के पोखरों को अमृत सरोवर का रूप दे दिला रही नई पहचान, अमृत सरोवर निर्माण महाभियान में सर्वाधिक सरोवरों का निर्माण कर UP बना नंबर 1 
#GoodGovernance 
BJP UP https://t.co/Y4uGg6xDFN",16:55:23,"मानननीय प्रधानमंत्री श्री narendra modi जी के नेतृत्व में #newindia का हो रहा निर्माण,डबल इंजन की सरकार प्रदेश के पोखरों को अमृत सरोवर का रूप दे दिला रही नई पहचान, अमृत सरोवर निर्माण महाभियान में सर्वाधिक सरोवरों का निर्माण कर up बना नंबर 1 #goodgovernance bjp up ","['मानननीय', 'प्रधानमंत्री', 'श्री', 'Narendra', 'Modi', 'जी', 'के', 'नेतृत्व', 'में', '#NewIndia', 'का', 'हो', 'रहा', 'निर्माण,डबल', 'इंजन', 'की', '@BJP4India', 'सरकार', 'प्रदेश', 'के', 'पोखरों', 'को', 'अमृत', 'सरोवर', 'का', 'रूप', 'दे', 'दिला', 'रही', 'नई', 'पहचान,', 'अमृत', 'सरोवर', 'निर्माण', 'महाभियान', 'में', 'सर्वाधिक', 'सरोवरों', 'का', 'निर्माण', 'कर', 'UP', 'बना', 'नंबर', '1', '#GoodGovernance', 'BJP', 'UP', 'https://t.co/Y4uGg6xDFN']"
2022:09:25,BansalNewsMPCG,"मन की बात LIVE - PM Narendra Modi | Mann Ki Baat | 25th September 2022

#MannKiBaat #PrimeMinister #NarendraModi  https://t.co/y7UykTIbDb",05:30:12,मन की बात live - pm narendra modi | mann ki baat | 25th september 2022 #mannkibaat #primeminister #narendramodi ,"['मन', 'की', 'बात', 'LIVE', '-', 'PM', 'Narendra', 'Modi', '|', 'Mann', 'Ki', 'Baat', '|', '25th', 'September', '2022', '#MannKiBaat', '#PrimeMinister', '#NarendraModi', 'https://t.co/y7UykTIbDb']"
2022:07:31,ankitsh68,"Failure of @AamAadmiParty government law and order  in punjab.. use the tag line arvind kejriwal delhi में कहते है पुलिस मेरे हाथ में नहीं है,  punjab mein police inke haath mein hai.. haal dhek lo
@LambaAlka @DelhiPYC @RannvijayLochav https://t.co/2wLvnoNyeP",07:46:46,"failure of government law and order in punjab.. use the tag line arvind kejriwal delhi में कहते है पुलिस मेरे हाथ में नहीं है, punjab mein police inke haath mein hai.. haal dhek lo ","['Failure', 'of', '@AamAadmiParty', 'government', 'law', 'and', 'order', 'in', 'punjab..', 'use', 'the', 'tag', 'line', 'arvind', 'kejriwal', 'delhi', 'में', 'कहते', 'है', 'पुलिस', 'मेरे', 'हाथ', 'में', 'नहीं', 'है,', 'punjab', 'mein', 'police', 'inke', 'haath', 'mein', 'hai..', 'haal', 'dhek', 'lo', '@LambaAlka', '@DelhiPYC', '@RannvijayLochav', 'https://t.co/2wLvnoNyeP']"
2022:08:28,nilkant1845,"AAP के पूर्व नेता ने Arvind Kejriwal पर लगाए बड़े आरोप, 2013 की एक घटना ... https://t.co/H8a2WvoDSV via @YouTube",08:35:19,"aap के पूर्व नेता ने arvind kejriwal पर लगाए बड़े आरोप, 2013 की एक घटना ... via ","['AAP', 'के', 'पूर्व', 'नेता', 'ने', 'Arvind', 'Kejriwal', 'पर', 'लगाए', 'बड़े', 'आरोप,', '2013', 'की', 'एक', 'घटना', '...', 'https://t.co/H8a2WvoDSV', 'via', '@YouTube']"
2022:09:17,Anmolsebi,"Bhara Madhya Pradesh Abhiyan is a commendable initiative. Let us tell you that on the birthday of Prime Minister Narendra Modi on September 17, #हरा_भरा_मध्यप्रदेश https://t.co/bNXpOiyaFN",10:20:00,"bhara madhya pradesh abhiyan is commendable initiative. let us tell you that on the birthday of prime minister narendra modi on september 17, #हरा_भरा_मध्यप्रदेश ","['Bhara', 'Madhya', 'Pradesh', 'Abhiyan', 'is', 'a', 'commendable', 'initiative.', 'Let', 'us', 'tell', 'you', 'that', 'on', 'the', 'birthday', 'of', 'Prime', 'Minister', 'Narendra', 'Modi', 'on', 'September', '17,', '#हरा_भरा_मध्यप्रदेश', 'https://t.co/bNXpOiyaFN']"
2022:09:17,ATULCHITRANSH2,"विश्व के सबसे लोकप्रिय नेता आदरणीय प्रधानमंत्री श्री Narendra Modi जी को जन्मदिवस की हार्दिक शुभकामनाएं। 
बाबा भोलेनाथ से आपके लिये उत्तम स्वास्थ्य व दीर्घायु जीवन की प्रार्थना हैl
#NarendraModi #PMOIndia
#narendramodi_primeminister
#NarenderModi #pmonarendramodi https://t.co/gIgQfsVPkL",00:51:55,विश्व के सबसे लोकप्रिय नेता आदरणीय प्रधानमंत्री श्री narendra modi जी को जन्मदिवस की हार्दिक शुभकामनाएं। बाबा भोलेनाथ से आपके लिये उत्तम स्वास्थ्य व दीर्घायु जीवन की प्रार्थना हैl #narendramodi #pmoindia #narendramodi_primeminister #narendermodi #pmonarendramodi ,"['विश्व', 'के', 'सबसे', 'लोकप्रिय', 'नेता', 'आदरणीय', 'प्रधानमंत्री', 'श्री', 'Narendra', 'Modi', 'जी', 'को', 'जन्मदिवस', 'की', 'हार्दिक', 'शुभकामनाएं।', 'बाबा', 'भोलेनाथ', 'से', 'आपके', 'लिये', 'उत्तम', 'स्वास्थ्य', 'व', 'दीर्घायु', 'जीवन', 'की', 'प्रार्थना', 'हैl', '#NarendraModi', '#PMOIndia', '#narendramodi_primeminister', '#NarenderModi', '#pmonarendramodi', 'https://t.co/gIgQfsVPkL']"
2022:10:14,dblive15,"Himachal Pradesh Election 2022 : PM Modi चुप क्यों हैं ? Rahul Gandhi | ... https://t.co/5l5Welw8Mc via @YouTube 
@AskThePremKumar https://t.co/dQESz5QoTu",10:42:35,himachal pradesh election 2022 : pm modi चुप क्यों हैं ? rahul gandhi | ... via ,"['Himachal', 'Pradesh', 'Election', '2022', ':', 'PM', 'Modi', 'चुप', 'क्यों', 'हैं', '?', 'Rahul', 'Gandhi', '|', '...', 'https://t.co/5l5Welw8Mc', 'via', '@YouTube', '@AskThePremKumar', 'https://t.co/dQESz5QoTu']"
2022:10:03,Mayanknimavat1,"👍 on @YouTube: 2024 Lok Sabha election India Gate पर Modi के हमशक्ल का जलवा Rahul Gandhi से ज्यादा,नितीश को धोया https://t.co/zpl4SHfcZ8",08:41:52,"👍 on : 2024 lok sabha election india gate पर modi के हमशक्ल का जलवा rahul gandhi से ज्यादा,नितीश को धोया ","['👍', 'on', '@YouTube:', '2024', 'Lok', 'Sabha', 'election', 'India', 'Gate', 'पर', 'Modi', 'के', 'हमशक्ल', 'का', 'जलवा', 'Rahul', 'Gandhi', 'से', 'ज्यादा,नितीश', 'को', 'धोया', 'https://t.co/zpl4SHfcZ8']"
2022:09:26,abntelugutv,"Arvind Kejriwal: దళిత పారిశుద్ధ్య కార్మికుడిని ఇంటికి పిలిచి కేజ్రీవాల్ విందు.. అటువైపు నుంచి నరుక్కొస్తున్న బీజేపీ!
https://t.co/HjK3ax97Zt

#ArvindKejriwal #BJP #ABNAndhrajyothy",13:48:37,arvind kejriwal: దళిత పారిశుద్ధ్య కార్మికుడిని ఇంటికి పిలిచి కేజ్రీవాల్ విందు.. అటువైపు నుంచి నరుక్కొస్తున్న బీజేపీ! #arvindkejriwal #bjp #abnandhrajyothy,"['Arvind', 'Kejriwal:', 'దళిత', 'పారిశుద్ధ్య', 'కార్మికుడిని', 'ఇంటికి', 'పిలిచి', 'కేజ్రీవాల్', 'విందు..', 'అటువైపు', 'నుంచి', 'నరుక్కొస్తున్న', 'బీజేపీ!', 'https://t.co/HjK3ax97Zt', '#ArvindKejriwal', '#BJP', '#ABNAndhrajyothy']"
2022:09:17,krishreport,"ఒక సామాన్యుడు శ్రమిస్తే #దేశాన్ని పాలించే స్థాయికి ఎదగవచ్చు అని నిరూపించిన #నరేంద్రమోదీ జీ కి జన్మదిన శుభాకాంక్షలు.. 

Heartiest birthday greetings to our inspiration, our leader, our beloved Hon PM Shri 
Narendra Modi ji.

#HappyBirthdayNAMO https://t.co/FqVisfY5Xu",03:05:58,"ఒక సామాన్యుడు శ్రమిస్తే #దేశాన్ని పాలించే స్థాయికి ఎదగవచ్చు అని నిరూపించిన #నరేంద్రమోదీ జీ కి జన్మదిన శుభాకాంక్షలు.. heartiest birthday greetings to our inspiration, our leader, our beloved hon pm shri narendra modi ji. #happybirthdaynamo ","['ఒక', 'సామాన్యుడు', 'శ్రమిస్తే', '#దేశాన్ని', 'పాలించే', 'స్థాయికి', 'ఎదగవచ్చు', 'అని', 'నిరూపించిన', '#నరేంద్రమోదీ', 'జీ', 'కి', 'జన్మదిన', 'శుభాకాంక్షలు..', 'Heartiest', 'birthday', 'greetings', 'to', 'our', 'inspiration,', 'our', 'leader,', 'our', 'beloved', 'Hon', 'PM', 'Shri', 'Narendra', 'Modi', 'ji.', '#HappyBirthdayNAMO', 'https://t.co/FqVisfY5Xu']"
2022:09:01,MyIndMedia,"ఢిల్లీ సర్కారు, లెఫ్టినెంట్ గవర్నర్ మధ్య ముదురుతున్న యుద్ధం – ఆప్ ఎమ్మెల్యేలపై చట్టపరమైన చర్యలకు ఎల్జీ సిద్ధం | Delhi | Governor | AAP | Arvind Kejriwal | MyIndMedia
#AAP #ArvindKejriwal #AAP #VinaiKumarSaxena
https://t.co/fgq4RXpXeN",13:39:42,"ఢిల్లీ సర్కారు, లెఫ్టినెంట్ గవర్నర్ మధ్య ముదురుతున్న యుద్ధం – ఆప్ ఎమ్మెల్యేలపై చట్టపరమైన చర్యలకు ఎల్జీ సిద్ధం | delhi | governor | aap | arvind kejriwal | myindmedia #aap #arvindkejriwal #aap #vinaikumarsaxena ","['ఢిల్లీ', 'సర్కారు,', 'లెఫ్టినెంట్', 'గవర్నర్', 'మధ్య', 'ముదురుతున్న', 'యుద్ధం', '–', 'ఆప్', 'ఎమ్మెల్యేలపై', 'చట్టపరమైన', 'చర్యలకు', 'ఎల్జీ', 'సిద్ధం', '|', 'Delhi', '|', 'Governor', '|', 'AAP', '|', 'Arvind', 'Kejriwal', '|', 'MyIndMedia', '#AAP', '#ArvindKejriwal', '#AAP', '#VinaiKumarSaxena', 'https://t.co/fgq4RXpXeN']"
